"wC"	"wCl"	"wB"	"NewHA"	"Cropkcal"	"Pastkcal"	"EmittedC"	"HabAvgImpac"	"HabStdImpac"	"DelHAvgImpac"	"DelHStdImpac"	"DelQAvgImpac"	"DelQStdImpac"	"ClimRegIndexAvgImpac"	"ClimRegIndexStdImpac"	"Combokcal"	"SimulationFactor"
"0.2"	"0.6"	"0.2"	"108360000"	"5.7987e+14"	"3.1544e+12"	"-2.5318e+10"	"651.06"	"226.88"	"0.10531"	"0.2443"	"-0.57433"	"0.27917"	"0.32158"	"0.15466"	"5.8302e+14"	"AvoidProtAreas"
"0.2"	"0.64"	"0.16"	"108980000"	"5.8405e+14"	"3.1907e+12"	"-2.6147e+10"	"667.7"	"235.99"	"0.095227"	"0.24088"	"-0.55822"	"0.26315"	"0.3125"	"0.14485"	"5.8724e+14"	"AvoidProtAreas"
"0.2"	"0.68"	"0.12"	"109610000"	"5.8801e+14"	"3.2246e+12"	"-2.6972e+10"	"684.11"	"243.04"	"0.082717"	"0.24166"	"-0.54141"	"0.24523"	"0.30403"	"0.13445"	"5.9123e+14"	"AvoidProtAreas"
"0.2"	"0.72"	"0.08"	"110990000"	"5.955e+14"	"3.2811e+12"	"-2.7801e+10"	"699.72"	"251.74"	"0.075762"	"0.24283"	"-0.52992"	"0.23117"	"0.2989"	"0.1266"	"5.9878e+14"	"AvoidProtAreas"
"0.2"	"0.76"	"0.04"	"108150000"	"5.8127e+14"	"3.222e+12"	"-2.7734e+10"	"715.1"	"254.94"	"0.064012"	"0.23941"	"-0.50725"	"0.20669"	"0.28673"	"0.11392"	"5.8449e+14"	"AvoidProtAreas"
"0.2"	"0.8"	"0"	"108950000"	"5.8615e+14"	"3.2494e+12"	"-2.8216e+10"	"721.5"	"255.97"	"0.060653"	"0.24153"	"-0.5015"	"0.19736"	"0.28464"	"0.10974"	"5.894e+14"	"AvoidProtAreas"
"0.25"	"0"	"0.75"	"110060000"	"5.743e+14"	"2.689e+12"	"-1.7825e+10"	"525.52"	"92.744"	"0.40247"	"0.30842"	"-0.96959"	"0.29484"	"0.59908"	"0.17844"	"5.7699e+14"	"AvoidProtAreas"
"0.25"	"0.0375"	"0.7125"	"108260000"	"5.6499e+14"	"2.659e+12"	"-1.7408e+10"	"525.71"	"96.413"	"0.39251"	"0.31279"	"-0.95805"	"0.30371"	"0.59079"	"0.18518"	"5.6765e+14"	"AvoidProtAreas"
"0.25"	"0.075"	"0.675"	"109520000"	"5.7266e+14"	"2.7134e+12"	"-1.7832e+10"	"527.84"	"101.9"	"0.38187"	"0.31489"	"-0.94307"	"0.31209"	"0.58027"	"0.19178"	"5.7538e+14"	"AvoidProtAreas"
"0.25"	"0.1125"	"0.6375"	"110820000"	"5.8058e+14"	"2.7723e+12"	"-1.8319e+10"	"530.44"	"107.4"	"0.37074"	"0.31722"	"-0.92775"	"0.31956"	"0.56961"	"0.19754"	"5.8335e+14"	"AvoidProtAreas"
"0"	"0.5"	"0.5"	"109750000"	"5.9466e+14"	"3.2496e+12"	"-2.8954e+10"	"639.95"	"159.82"	"0.10526"	"0.21672"	"-0.53676"	"0.21775"	"0.29894"	"0.12347"	"5.9791e+14"	"AvoidProtAreas"
"0.25"	"0.15"	"0.6"	"109140000"	"5.7187e+14"	"2.7514e+12"	"-1.8077e+10"	"531.96"	"113.11"	"0.35876"	"0.32057"	"-0.91405"	"0.32731"	"0.55971"	"0.20297"	"5.7462e+14"	"AvoidProtAreas"
"0.25"	"0.1875"	"0.5625"	"111290000"	"5.8432e+14"	"2.8507e+12"	"-1.8922e+10"	"536.94"	"120.74"	"0.34329"	"0.32236"	"-0.89363"	"0.33615"	"0.54497"	"0.21"	"5.8717e+14"	"AvoidProtAreas"
"0.25"	"0.225"	"0.525"	"110640000"	"5.8182e+14"	"2.8846e+12"	"-1.9309e+10"	"542.86"	"130.78"	"0.3207"	"0.32477"	"-0.86571"	"0.34667"	"0.5247"	"0.21755"	"5.8471e+14"	"AvoidProtAreas"
"0.25"	"0.2625"	"0.4875"	"109790000"	"5.7814e+14"	"2.9214e+12"	"-1.9839e+10"	"551.08"	"141.13"	"0.2917"	"0.32516"	"-0.83013"	"0.35391"	"0.49902"	"0.22206"	"5.8107e+14"	"AvoidProtAreas"
"0.25"	"0.3"	"0.45"	"109270000"	"5.7666e+14"	"2.9665e+12"	"-2.0587e+10"	"561.97"	"154.1"	"0.25481"	"0.3177"	"-0.78476"	"0.35251"	"0.46633"	"0.21795"	"5.7963e+14"	"AvoidProtAreas"
"0.25"	"0.3375"	"0.4125"	"109490000"	"5.791e+14"	"3.0223e+12"	"-2.1468e+10"	"574.81"	"167.64"	"0.21674"	"0.30577"	"-0.73839"	"0.34614"	"0.43292"	"0.20897"	"5.8212e+14"	"AvoidProtAreas"
"0.25"	"0.375"	"0.375"	"109910000"	"5.8233e+14"	"3.0732e+12"	"-2.2271e+10"	"587.78"	"179.97"	"0.18372"	"0.29466"	"-0.69748"	"0.3382"	"0.40408"	"0.19937"	"5.854e+14"	"AvoidProtAreas"
"0.25"	"0.4125"	"0.3375"	"109930000"	"5.8284e+14"	"3.0965e+12"	"-2.2686e+10"	"598.33"	"192.25"	"0.16121"	"0.2864"	"-0.67006"	"0.33189"	"0.38479"	"0.1919"	"5.8594e+14"	"AvoidProtAreas"
"0.25"	"0.45"	"0.3"	"109190000"	"5.7917e+14"	"3.0907e+12"	"-2.2782e+10"	"605.63"	"200.63"	"0.14692"	"0.28226"	"-0.6524"	"0.32815"	"0.37286"	"0.18749"	"5.8226e+14"	"AvoidProtAreas"
"0.25"	"0.4875"	"0.2625"	"111070000"	"5.8963e+14"	"3.16e+12"	"-2.3601e+10"	"615.4"	"209.29"	"0.13758"	"0.2779"	"-0.6388"	"0.32207"	"0.36387"	"0.1826"	"5.9279e+14"	"AvoidProtAreas"
"0"	"0.55"	"0.45"	"109750000"	"5.9533e+14"	"3.2703e+12"	"-2.9607e+10"	"658.12"	"166.43"	"0.097458"	"0.21523"	"-0.51807"	"0.19501"	"0.28938"	"0.11233"	"5.986e+14"	"AvoidProtAreas"
"0.25"	"0.525"	"0.225"	"109420000"	"5.8111e+14"	"3.1283e+12"	"-2.3516e+10"	"623.85"	"218.92"	"0.12608"	"0.27398"	"-0.6228"	"0.31637"	"0.35353"	"0.17794"	"5.8424e+14"	"AvoidProtAreas"
"0.25"	"0.5625"	"0.1875"	"110240000"	"5.8642e+14"	"3.1636e+12"	"-2.4108e+10"	"635.14"	"229.95"	"0.12026"	"0.26622"	"-0.61124"	"0.30838"	"0.34559"	"0.17272"	"5.8958e+14"	"AvoidProtAreas"
"0.25"	"0.6"	"0.15"	"110600000"	"5.8933e+14"	"3.1855e+12"	"-2.4627e+10"	"646.18"	"238.21"	"0.11481"	"0.25947"	"-0.6006"	"0.30007"	"0.33857"	"0.16745"	"5.9252e+14"	"AvoidProtAreas"
"0.25"	"0.6375"	"0.1125"	"111010000"	"5.9244e+14"	"3.2164e+12"	"-2.5302e+10"	"659.76"	"246.75"	"0.10652"	"0.25578"	"-0.58694"	"0.28913"	"0.3308"	"0.16063"	"5.9566e+14"	"AvoidProtAreas"
"0.25"	"0.675"	"0.075"	"108090000"	"5.7771e+14"	"3.158e+12"	"-2.5427e+10"	"676.42"	"253.44"	"0.090771"	"0.25154"	"-0.5621"	"0.27128"	"0.31664"	"0.14973"	"5.8087e+14"	"AvoidProtAreas"
"0.25"	"0.7125"	"0.0375"	"109080000"	"5.834e+14"	"3.2038e+12"	"-2.6281e+10"	"691.06"	"258.76"	"0.082357"	"0.25061"	"-0.54775"	"0.25607"	"0.30937"	"0.14089"	"5.8661e+14"	"AvoidProtAreas"
"0.25"	"0.75"	"0"	"109860000"	"5.8815e+14"	"3.2411e+12"	"-2.7009e+10"	"702.27"	"260.82"	"0.075003"	"0.25042"	"-0.53574"	"0.24226"	"0.30339"	"0.13313"	"5.9139e+14"	"AvoidProtAreas"
"0.3"	"0"	"0.7"	"108030000"	"5.6338e+14"	"2.6326e+12"	"-1.7099e+10"	"530.24"	"103.73"	"0.40132"	"0.31172"	"-0.96828"	"0.2975"	"0.59922"	"0.1787"	"5.6602e+14"	"AvoidProtAreas"
"0.3"	"0.035"	"0.665"	"109260000"	"5.706e+14"	"2.6802e+12"	"-1.7427e+10"	"531.98"	"108.07"	"0.39349"	"0.31388"	"-0.95741"	"0.30416"	"0.59159"	"0.18425"	"5.7328e+14"	"AvoidProtAreas"
"0.3"	"0.07"	"0.63"	"110270000"	"5.7676e+14"	"2.7254e+12"	"-1.7758e+10"	"533.53"	"112.13"	"0.38453"	"0.31635"	"-0.94537"	"0.31126"	"0.58306"	"0.19019"	"5.7948e+14"	"AvoidProtAreas"
"0"	"0.6"	"0.4"	"110810000"	"6.0122e+14"	"3.3059e+12"	"-3.0083e+10"	"671.84"	"178.58"	"0.093805"	"0.21428"	"-0.51067"	"0.18457"	"0.28569"	"0.10729"	"6.0453e+14"	"AvoidProtAreas"
"0.3"	"0.105"	"0.595"	"107960000"	"5.6457e+14"	"2.6808e+12"	"-1.7269e+10"	"534.08"	"116.98"	"0.37491"	"0.3201"	"-0.93449"	"0.31847"	"0.57531"	"0.19535"	"5.6725e+14"	"AvoidProtAreas"
"0.3"	"0.14"	"0.56"	"109230000"	"5.719e+14"	"2.7385e+12"	"-1.7719e+10"	"537.04"	"123.19"	"0.36414"	"0.32299"	"-0.92063"	"0.3255"	"0.56568"	"0.20065"	"5.7464e+14"	"AvoidProtAreas"
"0.3"	"0.175"	"0.525"	"110550000"	"5.7955e+14"	"2.8037e+12"	"-1.8244e+10"	"540.56"	"129.32"	"0.35235"	"0.32465"	"-0.90529"	"0.33236"	"0.55461"	"0.20616"	"5.8235e+14"	"AvoidProtAreas"
"0.3"	"0.21"	"0.49"	"108510000"	"5.6881e+14"	"2.7782e+12"	"-1.8001e+10"	"543.5"	"136.05"	"0.33825"	"0.32799"	"-0.88929"	"0.34026"	"0.54296"	"0.21176"	"5.7158e+14"	"AvoidProtAreas"
"0.3"	"0.245"	"0.455"	"111140000"	"5.8414e+14"	"2.9019e+12"	"-1.9191e+10"	"551.6"	"145.73"	"0.3174"	"0.32848"	"-0.86121"	"0.34887"	"0.52287"	"0.2184"	"5.8704e+14"	"AvoidProtAreas"
"0.3"	"0.28"	"0.42"	"109810000"	"5.7761e+14"	"2.9184e+12"	"-1.9533e+10"	"558.93"	"155.04"	"0.29201"	"0.32877"	"-0.83038"	"0.35524"	"0.50057"	"0.22233"	"5.8053e+14"	"AvoidProtAreas"
"0.3"	"0.315"	"0.385"	"108440000"	"5.7106e+14"	"2.9312e+12"	"-1.9883e+10"	"568.42"	"167.39"	"0.26314"	"0.32564"	"-0.79514"	"0.35746"	"0.47528"	"0.2221"	"5.7399e+14"	"AvoidProtAreas"
"0.3"	"0.35"	"0.35"	"111110000"	"5.8682e+14"	"3.0548e+12"	"-2.1292e+10"	"581.93"	"180.37"	"0.23227"	"0.31562"	"-0.75571"	"0.35158"	"0.44705"	"0.21514"	"5.8988e+14"	"AvoidProtAreas"
"0.3"	"0.385"	"0.315"	"110880000"	"5.8625e+14"	"3.0832e+12"	"-2.1893e+10"	"592.9"	"191.08"	"0.20078"	"0.30512"	"-0.71858"	"0.34445"	"0.42025"	"0.20614"	"5.8933e+14"	"AvoidProtAreas"
"0.3"	"0.42"	"0.28"	"110470000"	"5.8454e+14"	"3.0977e+12"	"-2.2311e+10"	"603"	"201.02"	"0.17496"	"0.29614"	"-0.68782"	"0.33724"	"0.39846"	"0.19768"	"5.8764e+14"	"AvoidProtAreas"
"0"	"0.65"	"0.35"	"111020000"	"6.0233e+14"	"3.3161e+12"	"-3.0216e+10"	"682.59"	"191.12"	"0.089734"	"0.21366"	"-0.50521"	"0.17839"	"0.2826"	"0.10362"	"6.0565e+14"	"AvoidProtAreas"
"0.3"	"0.455"	"0.245"	"110080000"	"5.8269e+14"	"3.1042e+12"	"-2.2545e+10"	"611.36"	"210.72"	"0.15623"	"0.29032"	"-0.66588"	"0.33216"	"0.38321"	"0.1916"	"5.858e+14"	"AvoidProtAreas"
"0.3"	"0.49"	"0.21"	"109260000"	"5.7853e+14"	"3.0957e+12"	"-2.2608e+10"	"619.02"	"220.71"	"0.14315"	"0.28674"	"-0.65012"	"0.32879"	"0.37253"	"0.18772"	"5.8162e+14"	"AvoidProtAreas"
"0.3"	"0.525"	"0.175"	"110880000"	"5.8764e+14"	"3.154e+12"	"-2.3326e+10"	"628.57"	"230.7"	"0.13444"	"0.28337"	"-0.6385"	"0.32377"	"0.36482"	"0.18362"	"5.908e+14"	"AvoidProtAreas"
"0.3"	"0.56"	"0.14"	"108750000"	"5.7673e+14"	"3.1068e+12"	"-2.3102e+10"	"636.44"	"239.47"	"0.12323"	"0.2799"	"-0.62358"	"0.31884"	"0.35524"	"0.17947"	"5.7984e+14"	"AvoidProtAreas"
"0.3"	"0.595"	"0.105"	"109350000"	"5.8086e+14"	"3.1349e+12"	"-2.3587e+10"	"645.62"	"246.53"	"0.11849"	"0.2726"	"-0.61389"	"0.31205"	"0.34862"	"0.17491"	"5.84e+14"	"AvoidProtAreas"
"0.3"	"0.63"	"0.07"	"109990000"	"5.848e+14"	"3.1652e+12"	"-2.4105e+10"	"656.19"	"254.92"	"0.11193"	"0.2689"	"-0.60356"	"0.30478"	"0.34239"	"0.17025"	"5.8797e+14"	"AvoidProtAreas"
"0.3"	"0.665"	"0.035"	"110440000"	"5.8787e+14"	"3.1914e+12"	"-2.4665e+10"	"665.64"	"259.62"	"0.10566"	"0.26538"	"-0.59301"	"0.29635"	"0.3362"	"0.16506"	"5.9106e+14"	"AvoidProtAreas"
"0.3"	"0.7"	"0"	"111010000"	"5.9139e+14"	"3.2243e+12"	"-2.5323e+10"	"676.16"	"263.37"	"0.099255"	"0.26286"	"-0.58142"	"0.28636"	"0.32977"	"0.15914"	"5.9462e+14"	"AvoidProtAreas"
"0.35"	"0"	"0.65"	"109020000"	"5.6893e+14"	"2.6607e+12"	"-1.7193e+10"	"535.59"	"113.88"	"0.40025"	"0.31382"	"-0.96579"	"0.29952"	"0.59849"	"0.17925"	"5.716e+14"	"AvoidProtAreas"
"0.35"	"0.0325"	"0.6175"	"110090000"	"5.7519e+14"	"2.6994e+12"	"-1.7459e+10"	"537.23"	"117.85"	"0.39358"	"0.31574"	"-0.95674"	"0.30492"	"0.5922"	"0.18365"	"5.7789e+14"	"AvoidProtAreas"
"0"	"0.7"	"0.3"	"111560000"	"6.0544e+14"	"3.3392e+12"	"-3.0382e+10"	"694.77"	"205.53"	"0.087888"	"0.21025"	"-0.50156"	"0.17426"	"0.28028"	"0.10032"	"6.0878e+14"	"AvoidProtAreas"
"0.35"	"0.065"	"0.585"	"107940000"	"5.6375e+14"	"2.6542e+12"	"-1.6941e+10"	"537.36"	"121.25"	"0.38694"	"0.31902"	"-0.94943"	"0.3106"	"0.58702"	"0.18783"	"5.664e+14"	"AvoidProtAreas"
"0.35"	"0.0975"	"0.5525"	"108810000"	"5.6885e+14"	"2.6941e+12"	"-1.7225e+10"	"539.43"	"126.7"	"0.37788"	"0.32186"	"-0.93806"	"0.31712"	"0.57897"	"0.19311"	"5.7155e+14"	"AvoidProtAreas"
"0.35"	"0.13"	"0.52"	"109530000"	"5.7304e+14"	"2.7333e+12"	"-1.7495e+10"	"541.8"	"132.31"	"0.36865"	"0.32449"	"-0.92659"	"0.32324"	"0.57077"	"0.1981"	"5.7577e+14"	"AvoidProtAreas"
"0.35"	"0.1625"	"0.4875"	"110290000"	"5.7741e+14"	"2.7745e+12"	"-1.7821e+10"	"544.42"	"137.65"	"0.35896"	"0.32654"	"-0.91462"	"0.32885"	"0.56215"	"0.20261"	"5.8018e+14"	"AvoidProtAreas"
"0.35"	"0.195"	"0.455"	"111380000"	"5.838e+14"	"2.8315e+12"	"-1.8296e+10"	"548.22"	"144.23"	"0.34757"	"0.32859"	"-0.89995"	"0.33531"	"0.55167"	"0.20779"	"5.8663e+14"	"AvoidProtAreas"
"0.35"	"0.2275"	"0.4225"	"109170000"	"5.7196e+14"	"2.7983e+12"	"-1.8005e+10"	"551.33"	"151.31"	"0.33436"	"0.33141"	"-0.88491"	"0.34257"	"0.54076"	"0.21272"	"5.7476e+14"	"AvoidProtAreas"
"0.35"	"0.26"	"0.39"	"111460000"	"5.8531e+14"	"2.9057e+12"	"-1.9024e+10"	"559.16"	"160.07"	"0.31641"	"0.3316"	"-0.86045"	"0.34969"	"0.52336"	"0.21822"	"5.8821e+14"	"AvoidProtAreas"
"0.35"	"0.2925"	"0.3575"	"109510000"	"5.7502e+14"	"2.895e+12"	"-1.9069e+10"	"566.17"	"169.51"	"0.29466"	"0.3325"	"-0.83445"	"0.35553"	"0.50472"	"0.22164"	"5.7792e+14"	"AvoidProtAreas"
"0.35"	"0.325"	"0.325"	"111470000"	"5.8663e+14"	"2.9995e+12"	"-2.0173e+10"	"576.07"	"179.45"	"0.27283"	"0.33044"	"-0.80596"	"0.3589"	"0.48435"	"0.22375"	"5.8963e+14"	"AvoidProtAreas"
"0.35"	"0.3575"	"0.2925"	"109910000"	"5.7884e+14"	"2.9974e+12"	"-2.0416e+10"	"584.8"	"189.21"	"0.24607"	"0.32627"	"-0.77437"	"0.35737"	"0.46175"	"0.22053"	"5.8184e+14"	"AvoidProtAreas"
"0"	"0.75"	"0.25"	"107900000"	"5.8581e+14"	"3.2468e+12"	"-2.9452e+10"	"701.83"	"214.01"	"0.081903"	"0.20133"	"-0.49154"	"0.1674"	"0.27248"	"0.093766"	"5.8906e+14"	"AvoidProtAreas"
"0.35"	"0.39"	"0.26"	"108850000"	"5.7363e+14"	"3.0009e+12"	"-2.0735e+10"	"594.71"	"200.58"	"0.21613"	"0.31792"	"-0.74007"	"0.35094"	"0.43707"	"0.21236"	"5.7663e+14"	"AvoidProtAreas"
"0.35"	"0.4225"	"0.2275"	"108010000"	"5.6967e+14"	"3.0052e+12"	"-2.1042e+10"	"604.73"	"211.9"	"0.18897"	"0.30901"	"-0.70881"	"0.34455"	"0.41466"	"0.20414"	"5.7267e+14"	"AvoidProtAreas"
"0.35"	"0.455"	"0.195"	"110410000"	"5.8317e+14"	"3.0969e+12"	"-2.2086e+10"	"616.34"	"222.57"	"0.17043"	"0.30198"	"-0.68561"	"0.33778"	"0.3985"	"0.19744"	"5.8627e+14"	"AvoidProtAreas"
"0.35"	"0.4875"	"0.1625"	"109620000"	"5.7913e+14"	"3.0888e+12"	"-2.2167e+10"	"624.11"	"232.38"	"0.15357"	"0.29718"	"-0.66656"	"0.33347"	"0.38525"	"0.19211"	"5.8222e+14"	"AvoidProtAreas"
"0.35"	"0.52"	"0.13"	"108500000"	"5.7336e+14"	"3.0686e+12"	"-2.213e+10"	"630.13"	"239.68"	"0.14117"	"0.29398"	"-0.65243"	"0.33085"	"0.37554"	"0.18881"	"5.7643e+14"	"AvoidProtAreas"
"0.35"	"0.5525"	"0.0975"	"110120000"	"5.8252e+14"	"3.1256e+12"	"-2.2825e+10"	"637.18"	"245.46"	"0.13413"	"0.29097"	"-0.6424"	"0.3268"	"0.369"	"0.18565"	"5.8565e+14"	"AvoidProtAreas"
"0.35"	"0.585"	"0.065"	"108280000"	"5.732e+14"	"3.0869e+12"	"-2.2662e+10"	"644.55"	"253.24"	"0.12349"	"0.28697"	"-0.62851"	"0.32244"	"0.35993"	"0.18177"	"5.7629e+14"	"AvoidProtAreas"
"0.35"	"0.6175"	"0.0325"	"108960000"	"5.7773e+14"	"3.1195e+12"	"-2.3172e+10"	"652.7"	"258.87"	"0.11897"	"0.27975"	"-0.61957"	"0.31698"	"0.35357"	"0.17797"	"5.8085e+14"	"AvoidProtAreas"
"0.35"	"0.65"	"0"	"109490000"	"5.8111e+14"	"3.1475e+12"	"-2.366e+10"	"660.35"	"262.93"	"0.11345"	"0.27557"	"-0.60987"	"0.31034"	"0.34748"	"0.17376"	"5.8426e+14"	"AvoidProtAreas"
"0.4"	"0"	"0.6"	"110330000"	"5.7597e+14"	"2.6958e+12"	"-1.7398e+10"	"540.54"	"123.54"	"0.39847"	"0.31613"	"-0.96336"	"0.30125"	"0.59754"	"0.17969"	"5.7867e+14"	"AvoidProtAreas"
"0"	"0.8"	"0.2"	"108010000"	"5.8661e+14"	"3.2604e+12"	"-2.9529e+10"	"710.78"	"222.49"	"0.085584"	"0.1936"	"-0.49155"	"0.16615"	"0.27129"	"0.091802"	"5.8987e+14"	"AvoidProtAreas"
"0.4"	"0.03"	"0.57"	"108030000"	"5.6371e+14"	"2.6433e+12"	"-1.6809e+10"	"540.68"	"127.22"	"0.39281"	"0.31944"	"-0.95757"	"0.30623"	"0.59348"	"0.18319"	"5.6635e+14"	"AvoidProtAreas"
"0.4"	"0.06"	"0.54"	"108750000"	"5.6781e+14"	"2.6717e+12"	"-1.6984e+10"	"542.31"	"130.8"	"0.38708"	"0.32113"	"-0.9501"	"0.31045"	"0.58827"	"0.18661"	"5.7048e+14"	"AvoidProtAreas"
"0.4"	"0.09"	"0.51"	"109520000"	"5.7227e+14"	"2.7062e+12"	"-1.7201e+10"	"544.49"	"136.21"	"0.37979"	"0.32366"	"-0.94099"	"0.31576"	"0.58187"	"0.19101"	"5.7498e+14"	"AvoidProtAreas"
"0.4"	"0.12"	"0.48"	"110230000"	"5.7633e+14"	"2.7405e+12"	"-1.7442e+10"	"546.56"	"141.07"	"0.37186"	"0.326"	"-0.9312"	"0.32106"	"0.57484"	"0.19552"	"5.7907e+14"	"AvoidProtAreas"
"0.4"	"0.15"	"0.45"	"110560000"	"5.7827e+14"	"2.7641e+12"	"-1.761e+10"	"548.52"	"145.63"	"0.36426"	"0.32775"	"-0.92203"	"0.32573"	"0.56815"	"0.19939"	"5.8103e+14"	"AvoidProtAreas"
"0.4"	"0.18"	"0.42"	"111240000"	"5.8218e+14"	"2.8024e+12"	"-1.7906e+10"	"551.73"	"151.91"	"0.35513"	"0.32968"	"-0.91055"	"0.33112"	"0.5599"	"0.20376"	"5.8498e+14"	"AvoidProtAreas"
"0.4"	"0.21"	"0.39"	"108340000"	"5.6654e+14"	"2.7425e+12"	"-1.7341e+10"	"553.36"	"157.86"	"0.34562"	"0.33298"	"-0.90044"	"0.33699"	"0.5527"	"0.2076"	"5.6928e+14"	"AvoidProtAreas"
"0.4"	"0.24"	"0.36"	"109630000"	"5.7395e+14"	"2.8082e+12"	"-1.7939e+10"	"558.7"	"164.89"	"0.33237"	"0.33428"	"-0.88312"	"0.34358"	"0.54035"	"0.2127"	"5.7676e+14"	"AvoidProtAreas"
"0.4"	"0.27"	"0.33"	"111560000"	"5.8511e+14"	"2.8987e+12"	"-1.8792e+10"	"565.97"	"173.1"	"0.31659"	"0.33511"	"-0.86212"	"0.34963"	"0.52554"	"0.21733"	"5.8801e+14"	"AvoidProtAreas"
"0.4"	"0.3"	"0.3"	"109150000"	"5.7224e+14"	"2.8654e+12"	"-1.8608e+10"	"571.6"	"181.07"	"0.29944"	"0.33666"	"-0.84185"	"0.35486"	"0.51118"	"0.22037"	"5.7511e+14"	"AvoidProtAreas"
"0"	"0.85"	"0.15"	"108360000"	"5.8831e+14"	"3.2747e+12"	"-2.9634e+10"	"717.24"	"229.81"	"0.08533"	"0.19281"	"-0.49118"	"0.16474"	"0.2711"	"0.09104"	"5.9159e+14"	"AvoidProtAreas"
"0.4"	"0.33"	"0.27"	"110780000"	"5.8171e+14"	"2.9528e+12"	"-1.9526e+10"	"581.01"	"191.03"	"0.28006"	"0.33559"	"-0.81704"	"0.35852"	"0.49351"	"0.22272"	"5.8466e+14"	"AvoidProtAreas"
"0.4"	"0.36"	"0.24"	"108760000"	"5.7116e+14"	"2.9321e+12"	"-1.9517e+10"	"588.13"	"200.46"	"0.25997"	"0.33491"	"-0.79352"	"0.36055"	"0.47686"	"0.223"	"5.7409e+14"	"AvoidProtAreas"
"0.4"	"0.39"	"0.21"	"110730000"	"5.8256e+14"	"3.0258e+12"	"-2.055e+10"	"597.7"	"209.55"	"0.23917"	"0.32967"	"-0.76764"	"0.35754"	"0.45821"	"0.2198"	"5.8558e+14"	"AvoidProtAreas"
"0.4"	"0.42"	"0.18"	"109440000"	"5.7595e+14"	"3.0173e+12"	"-2.0726e+10"	"606.9"	"220.29"	"0.21323"	"0.32243"	"-0.73849"	"0.35156"	"0.43716"	"0.21246"	"5.7897e+14"	"AvoidProtAreas"
"0.4"	"0.45"	"0.15"	"108440000"	"5.7098e+14"	"3.0117e+12"	"-2.0928e+10"	"615.82"	"230.05"	"0.18866"	"0.31433"	"-0.71088"	"0.34533"	"0.41726"	"0.20472"	"5.74e+14"	"AvoidProtAreas"
"0.4"	"0.48"	"0.12"	"110260000"	"5.8144e+14"	"3.0862e+12"	"-2.181e+10"	"624.88"	"237.13"	"0.17158"	"0.3076"	"-0.68975"	"0.33936"	"0.40248"	"0.19856"	"5.8453e+14"	"AvoidProtAreas"
"0.4"	"0.51"	"0.09"	"108930000"	"5.7443e+14"	"3.0617e+12"	"-2.1731e+10"	"631.36"	"245.11"	"0.15572"	"0.30394"	"-0.6726"	"0.33571"	"0.39069"	"0.19383"	"5.7749e+14"	"AvoidProtAreas"
"0.4"	"0.54"	"0.06"	"110720000"	"5.8442e+14"	"3.1253e+12"	"-2.2444e+10"	"638.68"	"251.42"	"0.14613"	"0.3007"	"-0.6605"	"0.33172"	"0.38261"	"0.1903"	"5.8754e+14"	"AvoidProtAreas"
"0.4"	"0.57"	"0.03"	"109170000"	"5.7629e+14"	"3.0907e+12"	"-2.2261e+10"	"643.16"	"256.94"	"0.13584"	"0.29825"	"-0.64904"	"0.33004"	"0.37484"	"0.18782"	"5.7938e+14"	"AvoidProtAreas"
"0.4"	"0.6"	"0"	"110420000"	"5.8344e+14"	"3.1381e+12"	"-2.2847e+10"	"649.15"	"260.75"	"0.12923"	"0.29565"	"-0.63978"	"0.3266"	"0.36888"	"0.18502"	"5.8658e+14"	"AvoidProtAreas"
"0"	"0.9"	"0.1"	"108120000"	"5.8713e+14"	"3.2698e+12"	"-2.9566e+10"	"724.03"	"236.31"	"0.083826"	"0.19369"	"-0.48912"	"0.16183"	"0.27047"	"0.090092"	"5.904e+14"	"AvoidProtAreas"
"0.45"	"0"	"0.55"	"108230000"	"5.6424e+14"	"2.6408e+12"	"-1.6758e+10"	"543.66"	"132.04"	"0.39679"	"0.31977"	"-0.96325"	"0.30289"	"0.59799"	"0.17971"	"5.6688e+14"	"AvoidProtAreas"
"0.45"	"0.0275"	"0.5225"	"108960000"	"5.6843e+14"	"2.6686e+12"	"-1.6918e+10"	"545.28"	"136.18"	"0.39184"	"0.32143"	"-0.95673"	"0.30696"	"0.59348"	"0.18306"	"5.711e+14"	"AvoidProtAreas"
"0.45"	"0.055"	"0.495"	"109450000"	"5.713e+14"	"2.6901e+12"	"-1.7031e+10"	"547.02"	"140.26"	"0.38644"	"0.32303"	"-0.94988"	"0.31093"	"0.58863"	"0.18633"	"5.7399e+14"	"AvoidProtAreas"
"0.45"	"0.0825"	"0.4675"	"110020000"	"5.7449e+14"	"2.7136e+12"	"-1.7176e+10"	"548.92"	"144.47"	"0.38096"	"0.3248"	"-0.943"	"0.31476"	"0.5838"	"0.18948"	"5.7721e+14"	"AvoidProtAreas"
"0.45"	"0.11"	"0.44"	"110620000"	"5.7792e+14"	"2.7387e+12"	"-1.7351e+10"	"551.04"	"149.51"	"0.37503"	"0.32675"	"-0.93561"	"0.31867"	"0.57865"	"0.19261"	"5.8065e+14"	"AvoidProtAreas"
"0.45"	"0.1375"	"0.4125"	"111120000"	"5.8077e+14"	"2.7654e+12"	"-1.7536e+10"	"553.22"	"154.91"	"0.36796"	"0.32915"	"-0.92709"	"0.32336"	"0.57263"	"0.19645"	"5.8353e+14"	"AvoidProtAreas"
