wC	wCl	wB	NewHA	Cropkcal	Pastkcal	EmittedC	HabAvgImpac	HabStdImpac	DelHAvgImpac	DelHStdImpac	DelQAvgImpac	DelQStdImpac	ClimRegIndexAvgImpac	ClimRegIndexStdImpac	Combokcal
0.55	0.0675	0.3825	109135960.7	5.63053E+14	2.61995E+12	-14732348562	708.364944	227.427453	0.373443	0.357994	-0.956456	0.323403	0.598003	0.182657	5.65673E+14
0.55	0.09	0.36	108972837.1	5.61931E+14	2.61854E+12	-14677774291	711.827978	231.06408	0.369193	0.358841	-0.95184	0.325328	0.594562	0.184546	5.6455E+14
0.55	0.1125	0.3375	108846354.2	5.60931E+14	2.618E+12	-14639852428	716.306194	237.009523	0.364373	0.359682	-0.946633	0.327639	0.590613	0.186817	5.63549E+14
0.55	0.135	0.315	108698019.6	5.59593E+14	2.61809E+12	-14604710705	722.036079	246.401526	0.358858	0.360762	-0.940577	0.330173	0.586161	0.189214	5.62211E+14
0.55	0.1575	0.2925	108694778.6	5.59299E+14	2.62452E+12	-14625599976	728.316352	256.414359	0.35265	0.361179	-0.933044	0.332896	0.580533	0.192053	5.61924E+14
0.05	0.095	0.855	110367506	5.91603E+14	2.92712E+12	-23154983909	573.04013	101.683679	0.277718	0.360878	-0.827412	0.340499	0.508247	0.205007	5.9453E+14
0.55	0.18	0.27	108784512.6	5.59542E+14	2.63654E+12	-14671066174	736.208122	268.658948	0.345919	0.361714	-0.924965	0.335642	0.574557	0.194807	5.62179E+14
0.55	0.2025	0.2475	108993083.7	5.60479E+14	2.65477E+12	-14768185931	745.915199	283.255767	0.337906	0.362112	-0.915106	0.338886	0.567332	0.19796	5.63134E+14
0.55	0.225	0.225	109391800.9	5.62441E+14	2.67928E+12	-14940395765	755.520593	295.910901	0.329725	0.362363	-0.905062	0.341487	0.559988	0.200587	5.6512E+14
0.55	0.2475	0.2025	109981214	5.65578E+14	2.7086E+12	-15191766793	764.882703	306.029897	0.321224	0.361959	-0.894521	0.343518	0.552151	0.202845	5.68287E+14
0.55	0.27	0.18	107919664.6	5.5419E+14	2.67021E+12	-14885756884	772.750405	314.787085	0.310595	0.362994	-0.883268	0.346412	0.54389	0.204972	5.5686E+14
0.55	0.2925	0.1575	109024026.4	5.60257E+14	2.71705E+12	-15313434224	783.14843	325.334172	0.300999	0.362268	-0.871462	0.348362	0.53511	0.20712	5.62974E+14
0.55	0.315	0.135	110422520.3	5.68017E+14	2.77516E+12	-15831187671	794.987146	339.248494	0.291108	0.361181	-0.859008	0.350381	0.52589	0.209258	5.70792E+14
0.55	0.3375	0.1125	109162206	5.61414E+14	2.76066E+12	-15766810685	805.672742	351.859717	0.279305	0.361318	-0.846337	0.35296	0.516582	0.210844	5.64175E+14
0.55	0.36	0.09	108199010.6	5.56439E+14	2.75303E+12	-15765765372	817.227023	366.223678	0.267632	0.36091	-0.833742	0.354964	0.507272	0.212054	5.59192E+14
0.55	0.3825	0.0675	110351935.5	5.68597E+14	2.83818E+12	-16552667091	836.357512	390.029669	0.255963	0.358626	-0.818417	0.356648	0.496038	0.213786	5.71436E+14
0.05	0.1425	0.8075	109612138.1	5.89833E+14	3.05097E+12	-24234621943	583.813831	110.847858	0.213498	0.352948	-0.755216	0.332536	0.455224	0.201593	5.92884E+14
0.55	0.405	0.045	110364646.2	5.69362E+14	2.86419E+12	-16855973254	860.018937	423.967108	0.243041	0.356245	-0.801989	0.358702	0.484228	0.214829	5.72226E+14
0.55	0.4275	0.0225	108096973.4	5.57574E+14	2.82061E+12	-16625213121	881.352416	453.898224	0.227602	0.353347	-0.784587	0.359493	0.471805	0.213387	5.60394E+14
0.55	0.45	0	109236734.2	5.64754E+14	2.88098E+12	-17313742079	915.606274	495.526861	0.209975	0.346191	-0.761641	0.357506	0.455253	0.210274	5.67635E+14
0.6	0	0.4	108459211.1	5.59657E+14	2.59576E+12	-14546151446	710.70884	231.71976	0.384727	0.354976	-0.969532	0.317167	0.607241	0.177073	5.62253E+14
0.6	0.02	0.38	108303055.3	5.58511E+14	2.59215E+12	-14482895685	712.92931	233.963474	0.381472	0.355884	-0.966119	0.318785	0.604738	0.178573	5.61103E+14
0.6	0.04	0.36	108185564.6	5.57628E+14	2.58997E+12	-14432766581	715.459942	236.98508	0.37836	0.356746	-0.962853	0.320529	0.602351	0.180032	5.60218E+14
0.6	0.06	0.34	108040303.3	5.56542E+14	2.58698E+12	-14373368345	719.165575	241.954288	0.374949	0.357497	-0.959145	0.322384	0.599574	0.18181	5.59129E+14
0.6	0.08	0.32	110697976.3	5.70689E+14	2.65831E+12	-14948885458	725.998226	251.47234	0.37146	0.356917	-0.95365	0.323633	0.595566	0.183925	5.73348E+14
0.6	0.1	0.3	110529248.4	5.694E+14	2.65671E+12	-14897935521	730.992293	259.823241	0.36737	0.357607	-0.949128	0.32567	0.592144	0.185959	5.72057E+14
0.6	0.12	0.28	110391264.7	5.68342E+14	2.65676E+12	-14852300164	736.854344	269.767103	0.363085	0.358329	-0.944202	0.327869	0.588545	0.187917	5.70999E+14
0.05	0.19	0.76	110451017.1	5.94927E+14	3.12238E+12	-25124122226	598.238565	119.815054	0.171741	0.337277	-0.701446	0.310258	0.417688	0.184968	5.9805E+14
0.6	0.14	0.26	110374245.9	5.68018E+14	2.66202E+12	-14836981296	743.435151	279.928882	0.358727	0.358776	-0.93903	0.329976	0.584663	0.19006	5.7068E+14
0.6	0.16	0.24	110395499.8	5.67892E+14	2.67103E+12	-14848807905	750.724632	291.038526	0.353528	0.359087	-0.932721	0.332278	0.579958	0.1924	5.70563E+14
0.6	0.18	0.22	110496601.2	5.6824E+14	2.68349E+12	-14899988207	758.174389	301.596702	0.347645	0.359601	-0.92549	0.335042	0.574659	0.195002	5.70923E+14
0.6	0.2	0.2	110721382	5.69284E+14	2.69763E+12	-14995101761	765.24805	309.793131	0.341811	0.359708	-0.918355	0.337048	0.56938	0.197035	5.71981E+14
0.6	0.22	0.18	108103803.7	5.54824E+14	2.6378E+12	-14475562390	771.795534	317.826297	0.334532	0.361316	-0.910991	0.339826	0.564056	0.198873	5.57462E+14
0.6	0.24	0.16	108659282.7	5.57729E+14	2.6629E+12	-14690095099	780.133539	325.917435	0.327517	0.361214	-0.902295	0.341489	0.557672	0.200706	5.60392E+14
0.6	0.26	0.14	109253599.5	5.60779E+14	2.69031E+12	-14930333002	789.007178	334.464343	0.320285	0.361012	-0.893443	0.343172	0.551164	0.202466	5.63469E+14
0.6	0.28	0.12	110051326.6	5.6506E+14	2.72588E+12	-15237534300	799.286405	346.295303	0.312854	0.360584	-0.884046	0.345062	0.54423	0.204519	5.67786E+14
0.6	0.3	0.1	108200265.4	5.54966E+14	2.68778E+12	-14955737224	807.543544	355.623765	0.304168	0.361518	-0.875457	0.347617	0.537844	0.206064	5.57654E+14
0.6	0.32	0.08	109308720.6	5.61238E+14	2.73438E+12	-15378086577	819.022294	367.687854	0.29591	0.360829	-0.865048	0.34952	0.530175	0.20801	5.63972E+14
0.05	0.2375	0.7125	110438892.6	5.95177E+14	3.14829E+12	-25711448699	612.395415	130.685251	0.140195	0.325797	-0.661809	0.292789	0.390144	0.172335	5.98325E+14
0.6	0.34	0.06	107917757.2	5.5385E+14	2.71233E+12	-15240666933	830.595396	383.12853	0.286203	0.361041	-0.854701	0.351972	0.52258	0.209429	5.56562E+14
0.6	0.36	0.04	109568869.1	5.63316E+14	2.78054E+12	-15862488601	849.311772	406.956729	0.276248	0.359551	-0.841344	0.354173	0.512921	0.21148	5.66096E+14
0.6	0.38	0.02	108772505.8	5.59456E+14	2.77781E+12	-15920313050	868.847724	434.633889	0.265926	0.358389	-0.828466	0.356915	0.503656	0.213043	5.62234E+14
0.6	0.4	0	108245276.6	5.57057E+14	2.78423E+12	-16049668852	890.028076	461.741791	0.255694	0.357328	-0.815673	0.359211	0.494573	0.214233	5.59841E+14
0.65	0	0.35	110330488	5.69123E+14	2.64028E+12	-14857232065	723.770749	247.545122	0.384755	0.353679	-0.969078	0.316108	0.606642	0.176991	5.71763E+14
0.65	0.0175	0.3325	110189759.2	5.68172E+14	2.63732E+12	-14797466125	727.024602	252.666043	0.382185	0.354348	-0.966339	0.317525	0.604606	0.178337	5.7081E+14
0.65	0.035	0.315	109939263.7	5.66647E+14	2.6321E+12	-14716067752	730.972219	259.819141	0.379529	0.354913	-0.963153	0.319357	0.602308	0.17993	5.69279E+14
0.65	0.0525	0.2975	109777608.4	5.65588E+14	2.62947E+12	-14656668267	735.056519	266.909159	0.37682	0.355419	-0.960065	0.320937	0.599995	0.181467	5.68218E+14
0.65	0.07	0.28	109652984.4	5.64638E+14	2.62922E+12	-14607699081	739.636647	274.169187	0.373023	0.356262	-0.95584	0.323097	0.596893	0.183453	5.67267E+14
0.65	0.0875	0.2625	109567273.8	5.63824E+14	2.62987E+12	-14569149415	744.182625	281.500469	0.36969	0.356912	-0.952226	0.324829	0.594144	0.185164	5.66454E+14
0.05	0.285	0.665	107921271.4	5.82188E+14	3.1235E+12	-26112426607	631.080152	148.99386	0.100462	0.312896	-0.611513	0.269506	0.35649	0.156714	5.85311E+14
0.65	0.105	0.245	109594907.2	5.63727E+14	2.63435E+12	-14562707503	748.742846	288.355164	0.366281	0.357342	-0.948177	0.326641	0.591155	0.186876	5.66361E+14
0.65	0.1225	0.2275	109581653.4	5.63478E+14	2.63966E+12	-14548332494	754.476777	297.605834	0.362539	0.35784	-0.943653	0.328677	0.587858	0.188735	5.66117E+14
0.65	0.14	0.21	109608973.1	5.63403E+14	2.64543E+12	-14549130605	760.795852	306.99871	0.358697	0.358149	-0.939108	0.330419	0.584419	0.190531	5.66048E+14
0.65	0.1575	0.1925	109718253.7	5.63702E+14	2.65369E+12	-14586075830	766.83167	314.644068	0.354334	0.358504	-0.933835	0.332135	0.58054	0.192237	5.66355E+14
0.65	0.175	0.175	109803833.9	5.64002E+14	2.66255E+12	-14624221125	773.047752	321.886509	0.350299	0.358753	-0.928849	0.333805	0.576884	0.193856	5.66664E+14
0.65	0.1925	0.1575	109996801.8	5.64918E+14	2.67426E+12	-14708365437	779.373768	328.388641	0.345233	0.35911	-0.922782	0.335599	0.572442	0.195588	5.67593E+14
0.65	0.21	0.14	110295666.2	5.66369E+14	2.69004E+12	-14823640354	786.489065	335.633157	0.339974	0.359377	-0.916481	0.337353	0.567794	0.197345	5.69059E+14
0.65	0.2275	0.1225	110568840.1	5.67721E+14	2.70414E+12	-14947294437	793.959045	343.493862	0.334956	0.359104	-0.909922	0.338702	0.563017	0.198762	5.70425E+14
0.65	0.245	0.105	108114661.3	5.54135E+14	2.64899E+12	-14481573132	801.159538	351.913134	0.328245	0.36029	-0.90313	0.340944	0.558088	0.200144	5.56784E+14
0.65	0.2625	0.0875	108606781.4	5.5668E+14	2.67138E+12	-14685730889	809.30516	360.079546	0.322442	0.360141	-0.895811	0.342612	0.552727	0.201852	5.59352E+14
0.05	0.3325	0.6175	110352627.7	5.96206E+14	3.23492E+12	-27460927026	652.123498	169.430534	0.081211	0.303219	-0.581131	0.253306	0.336618	0.147482	5.99441E+14
0.65	0.28	0.07	109284889.3	5.60424E+14	2.69921E+12	-14938468798	818.286949	369.083103	0.316635	0.359918	-0.888602	0.344061	0.547414	0.20335	5.63123E+14
0.65	0.2975	0.0525	110183920	5.65359E+14	2.73639E+12	-15268350802	829.602696	382.196503	0.30982	0.359572	-0.8802	0.345942	0.541178	0.205211	5.68095E+14
0.65	0.315	0.035	108447162.9	5.56012E+14	2.70274E+12	-15007691686	839.504436	395.07885	0.302124	0.360289	-0.872368	0.348341	0.535425	0.206568	5.58715E+14
0.65	0.3325	0.0175	109609443.2	5.62642E+14	2.75069E+12	-15445263339	855.672116	415.513021	0.294572	0.359483	-0.862436	0.350594	0.528206	0.208561	5.65393E+14
0.65	0.35	0	108204831.5	5.5544E+14	2.72895E+12	-15316761645	870.928669	436.662293	0.286594	0.359018	-0.852679	0.353307	0.521168	0.210094	5.58169E+14
0.7	0	0.3	109385965.7	5.63494E+14	2.6147E+12	-14543924947	737.426806	270.157009	0.3838	0.35386	-0.968631	0.316851	0.606052	0.177777	5.66108E+14
0.7	0.015	0.285	109260703.6	5.62696E+14	2.61249E+12	-14491155288	740.923773	276.295489	0.381792	0.354233	-0.966185	0.318131	0.604305	0.178864	5.65309E+14
0.7	0.03	0.27	109127685	5.61905E+14	2.61094E+12	-14440036045	744.208609	281.337455	0.379582	0.354664	-0.963572	0.319593	0.60238	0.180218	5.64516E+14
0.7	0.045	0.255	109030181.9	5.61144E+14	2.61093E+12	-14394445530	748.408427	288.051038	0.376925	0.355038	-0.960534	0.321072	0.600095	0.181659	5.63755E+14
0.7	0.06	0.24	109015334.5	5.60828E+14	2.61157E+12	-14371878193	751.956359	292.840034	0.374543	0.355457	-0.957915	0.322385	0.598095	0.182971	5.6344E+14
0	0.1	0.9	109854976.6	5.97281E+14	3.0617E+12	-27430617988	568.95414	105.221645	0.245072	0.368759	-0.767177	0.337603	0.473522	0.21234	6.00343E+14
0.05	0.38	0.57	109487348.6	5.92171E+14	3.23836E+12	-27861148986	668.9312	185.462273	0.062224	0.29616	-0.552817	0.233869	0.319239	0.136252	5.9541E+14
0.7	0.075	0.225	108945081.4	5.60167E+14	2.61369E+12	-14338949745	756.327841	299.980821	0.372004	0.355955	-0.955058	0.323895	0.595946	0.18443	5.6278E+14
0.7	0.09	0.21	109029842.8	5.60371E+14	2.62044E+12	-14345039133	760.884801	307.369383	0.368905	0.356477	-0.951196	0.325881	0.59319	0.18615	5.62991E+14
0.7	0.105	0.195	108981674.4	5.59974E+14	2.62299E+12	-14324451574	765.625406	314.646855	0.366122	0.356858	-0.947818	0.327457	0.590699	0.187629	5.62597E+14
0.7	0.12	0.18	109023525.2	5.6001E+14	2.62804E+12	-14332342482	770.094981	320.627422	0.363183	0.357262	-0.944342	0.328901	0.588141	0.188985	5.62638E+14
0.7	0.135	0.165	109076714.4	5.60177E+14	2.63265E+12	-14349302314	774.940032	326.35326	0.359904	0.357441	-0.940484	0.330124	0.585239	0.190225	5.62809E+14
0.7	0.15	0.15	109193428	5.6062E+14	2.64023E+12	-14385480787	780.343951	332.326053	0.356307	0.357824	-0.936311	0.33136	0.58217	0.191446	5.6326E+14
0.7	0.165	0.135	109264248.1	5.60754E+14	2.64661E+12	-14416869483	785.807315	338.57315	0.352946	0.35822	-0.932231	0.332775	0.579242	0.192702	5.63401E+14
0.7	0.18	0.12	109457424	5.61633E+14	2.6557E+12	-14486559748	790.978166	343.105398	0.34917	0.358536	-0.927798	0.334021	0.575972	0.193981	5.64289E+14
0.7	0.195	0.105	109674332.1	5.62679E+14	2.66774E+12	-14569091796	797.05784	349.808296	0.345492	0.358307	-0.92309	0.335389	0.572438	0.195417	5.65346E+14
0.7	0.21	0.09	109916138.5	5.63891E+14	2.68033E+12	-14664072161	803.522898	356.911368	0.34168	0.3583	-0.918183	0.336544	0.568894	0.196555	5.66571E+14
0.05	0.4275	0.5225	108434833.1	5.87592E+14	3.24306E+12	-28330149653	693.64321	209.13751	0.041205	0.287398	-0.520855	0.206577	0.299551	0.122798	5.90835E+14
0.7	0.225	0.075	110335911.7	5.66039E+14	2.69814E+12	-14814447007	811.053073	364.81552	0.336934	0.358469	-0.912318	0.337936	0.564638	0.197947	5.68737E+14
0.7	0.24	0.06	110711678.6	5.67958E+14	2.71598E+12	-14966244612	819.030402	372.794191	0.332184	0.358356	-0.906436	0.339192	0.560281	0.19929	5.70674E+14
0.7	0.255	0.045	108126094.4	5.53828E+14	2.65378E+12	-14460586874	824.188328	378.561072	0.327229	0.359499	-0.901853	0.34102	0.556935	0.200239	5.56482E+14
0.7	0.27	0.03	108675806.8	5.56822E+14	2.67756E+12	-14665078465	832.812035	388.320542	0.322437	0.359384	-0.895941	0.342402	0.552572	0.201622	5.59499E+14
0.7	0.285	0.015	109440320.1	5.61089E+14	2.70926E+12	-14941146179	843.721777	401.185355	0.317032	0.358757	-0.888811	0.344078	0.54729	0.203266	5.63798E+14
0.7	0.3	0	110275089	5.65737E+14	2.74342E+12	-15247287258	856.372172	416.677617	0.311452	0.35827	-0.881533	0.34597	0.541957	0.20493	5.68481E+14
0.75	0	0.25	108702277.7	5.59423E+14	2.59791E+12	-14301772162	751.086161	292.115393	0.383323	0.353258	-0.967992	0.317669	0.605332	0.178625	5.62021E+14
0.75	0.0125	0.2375	108616942.6	5.58837E+14	2.5973E+12	-14260689986	754.511213	297.585625	0.381349	0.353861	-0.965769	0.31893	0.603759	0.179692	5.61434E+14
0.75	0.025	0.225	108582179.8	5.58484E+14	2.59786E+12	-14233439045	757.588496	301.810865	0.379341	0.354292	-0.963645	0.319877	0.602172	0.18057	5.61082E+14
0.75	0.0375	0.2125	108537644.4	5.58048E+14	2.59887E+12	-14208970761	760.461134	306.191827	0.377591	0.354533	-0.961572	0.320965	0.600624	0.181593	5.60647E+14
0.05	0.475	0.475	110423966	5.99587E+14	3.33511E+12	-29465103316	723.530959	233.424544	0.034577	0.266617	-0.503825	0.183137	0.285545	0.110239	6.02922E+14
0.75	0.05	0.2	108552345	5.57967E+14	2.60225E+12	-14196198773	764.054419	311.984481	0.375573	0.354959	-0.95922	0.32233	0.59885	0.18294	5.6057E+14
0.75	0.0625	0.1875	108568122.7	5.57792E+14	2.60623E+12	-14185367000	768.016394	318.321901	0.373165	0.35546	-0.956422	0.323853	0.59681	0.184292	5.60399E+14
0.75	0.075	0.175	108553795.4	5.57537E+14	2.60822E+12	-14172186441	771.781238	323.627945	0.37114	0.355833	-0.954046	0.325035	0.595057	0.18538	5.60145E+14
0.75	0.0875	0.1625	108552794.2	5.57447E+14	2.61126E+12	-14165388820	775.562632	328.5643	0.368862	0.356227	-0.951356	0.326245	0.593089	0.186504	5.60058E+14
0.75	0.1	0.15	108569926.4	5.57449E+14	2.61385E+12	-14166813145	779.062603	332.833537	0.366699	0.356486	-0.948816	0.327254	0.59122	0.18744	5.60062E+14
0.75	0.1125	0.1375	108616005.9	5.57578E+14	2.6185E+12	-14178810561	782.726684	336.777277	0.36427	0.356723	-0.94594	0.328277	0.5891	0.188405	5.60196E+14
0.75	0.125	0.125	108706265.7	5.57908E+14	2.62385E+12	-14202569917	786.901822	341.392353	0.361685	0.357045	-0.942933	0.329307	0.586891	0.189395	5.60532E+14
0.75	0.1375	0.1125	108795103.3	5.58181E+14	2.62931E+12	-14231722642	791.481571	346.551129	0.358859	0.35726	-0.939511	0.330373	0.58438	0.190438	5.6081E+14
0.75	0.15	0.1	108903760.3	5.58614E+14	2.63474E+12	-14266166712	795.862784	350.688409	0.356602	0.357184	-0.936763	0.331123	0.5823	0.191247	5.61248E+14
0.75	0.1625	0.0875	109011095.9	5.59093E+14	2.64149E+12	-14305431916	800.526321	356.320877	0.354062	0.357365	-0.933569	0.332181	0.57998	0.19227	5.61735E+14
0.05	0.5225	0.4275	109472631.6	5.94063E+14	3.32958E+12	-29606320723	743.816115	248.887991	0.025191	0.254656	-0.487378	0.160578	0.273774	0.098704	5.97393E+14
0.75	0.175	0.075	109173639	5.59865E+14	2.64966E+12	-14363907333	805.55766	361.412143	0.351162	0.357442	-0.929976	0.333199	0.577334	0.193279	5.62515E+14
0.75	0.1875	0.0625	109379042.6	5.60891E+14	2.65947E+12	-14439366672	810.862328	367.146132	0.348177	0.357351	-0.926169	0.334325	0.574506	0.19443	5.63551E+14
0.75	0.2	0.05	109600535.1	5.62007E+14	2.67068E+12	-14524471257	816.765331	373.330299	0.344886	0.357509	-0.922095	0.335371	0.57156	0.195441	5.64677E+14
0.75	0.2125	0.0375	109935150	5.63758E+14	2.6845E+12	-14637441098	823.308262	380.137201	0.341512	0.357501	-0.918054	0.336368	0.568529	0.19648	5.66442E+14
0.75	0.225	0.025	110252568	5.65417E+14	2.69874E+12	-14761481197	829.729493	386.181595	0.337816	0.357426	-0.913293	0.337328	0.56507	0.197496	5.68116E+14
0.75	0.2375	0.0125	110584951.9	5.67147E+14	2.71398E+12	-14895072669	836.707702	393.869114	0.33412	0.35737	-0.908575	0.338419	0.561648	0.198542	5.69861E+14
0.75	0.25	0	107990741.2	5.53031E+14	2.65135E+12	-14375030134	841.553228	400.786796	0.330387	0.358285	-0.905327	0.339983	0.559217	0.199289	5.55682E+14
0.8	0	0.2	108302200.4	5.56853E+14	2.59056E+12	-14134947436	764.367664	312.119035	0.381922	0.353468	-0.966658	0.318828	0.604211	0.179647	5.59443E+14
0.8	0.01	0.19	108312284	5.56779E+14	2.59315E+12	-14121077403	767.33205	317.101142	0.380294	0.353912	-0.964818	0.319963	0.602873	0.180646	5.59373E+14
0.8	0.02	0.18	108282648.5	5.5648E+14	2.59434E+12	-14098873104	770.613558	322.227184	0.378913	0.354207	-0.963277	0.320766	0.601733	0.181382	5.59074E+14
0.05	0.57	0.38	110793876.9	6.02409E+14	3.39707E+12	-30262039817	782.131326	289.720307	0.028002	0.226203	-0.478829	0.148704	0.262458	0.089704	6.05806E+14
0.8	0.03	0.17	108265836.6	5.56231E+14	2.59591E+12	-14082595814	773.482498	326.690106	0.377503	0.354534	-0.961532	0.321794	0.600491	0.182274	5.58827E+14
0.8	0.04	0.16	108253689.9	5.56026E+14	2.59701E+12	-14072102454	775.817137	329.847184	0.376075	0.354737	-0.959959	0.322532	0.599277	0.183016	5.58623E+14
0.8	0.05	0.15	108232872.2	5.55713E+14	2.59763E+12	-14060108342	778.453477	332.775942	0.374438	0.355052	-0.958202	0.323316	0.597955	0.183761	5.58311E+14
0.8	0.06	0.14	108254472.8	5.55721E+14	2.60047E+12	-14058775386	781.398956	336.63613	0.372598	0.355413	-0.956181	0.324248	0.596447	0.184624	5.58321E+14
0.8	0.07	0.13	108275872.6	5.55776E+14	2.6026E+12	-14059262631	784.075093	339.698608	0.371214	0.355584	-0.954527	0.32495	0.595212	0.185316	5.58379E+14
0.8	0.08	0.12	108292807.3	5.55809E+14	2.60566E+12	-14061145432	786.850285	342.968327	0.369474	0.355762	-0.952448	0.325907	0.593649	0.186225	5.58415E+14
0.8	0.09	0.11	108328982.7	5.55901E+14	2.60856E+12	-14068710486	789.867585	346.144102	0.367715	0.355901	-0.950384	0.326673	0.592111	0.18696	5.5851E+14
0.8	0.1	0.1	108388817.1	5.56145E+14	2.61237E+12	-14082288719	793.219371	349.822507	0.366011	0.355984	-0.948348	0.327354	0.590595	0.18764	5.58758E+14
0.8	0.11	0.09	108499172.5	5.56624E+14	2.61701E+12	-14110090430	796.748017	353.998892	0.36416	0.356041	-0.946067	0.328112	0.588898	0.188409	5.59241E+14
0.8	0.12	0.08	108604548	5.57056E+14	2.62144E+12	-14139062603	799.978801	357.146782	0.362328	0.356228	-0.943886	0.32875	0.587307	0.18902	5.59678E+14
0.05	0.6175	0.3325	108420522.4	5.90533E+14	3.35647E+12	-29785185690	815.340339	322.73356	0.026636	0.203951	-0.466812	0.139841	0.250215	0.080178	5.9389E+14
0.8	0.13	0.07	108645067.2	5.57145E+14	2.6253E+12	-14156777123	803.711001	361.293019	0.360268	0.356444	-0.941501	0.329613	0.585548	0.189812	5.5977E+14
0.8	0.14	0.06	108748925.5	5.57646E+14	2.63122E+12	-14190479474	808.023129	366.112589	0.358241	0.356487	-0.938946	0.330342	0.583649	0.190604	5.60277E+14
0.8	0.15	0.05	108839178.9	5.58059E+14	2.63605E+12	-14222232270	812.165577	370.655777	0.356594	0.356272	-0.936707	0.330923	0.581981	0.191215	5.60695E+14
0.8	0.16	0.04	108960493.7	5.58611E+14	2.64221E+12	-14265013222	815.794124	374.56361	0.354579	0.356388	-0.934219	0.331745	0.580161	0.191986	5.61253E+14
0.8	0.17	0.03	109101238.2	5.59267E+14	2.64965E+12	-14316838437	820.202078	379.436565	0.352387	0.356422	-0.931465	0.332612	0.57813	0.192821	5.61916E+14
0.8	0.18	0.02	109248929.5	5.60032E+14	2.65654E+12	-14374904773	824.433617	383.616839	0.350055	0.356486	-0.928605	0.33337	0.576014	0.19361	5.62688E+14
0.8	0.19	0.01	109432220.4	5.61005E+14	2.66529E+12	-14443244596	829.144933	388.238853	0.347674	0.356538	-0.925655	0.334071	0.573842	0.194367	5.6367E+14
0.8	0.2	0	109702535.4	5.62447E+14	2.67699E+12	-14536810998	834.554956	393.985629	0.345111	0.356496	-0.922288	0.334941	0.571406	0.195208	5.65124E+14
0.85	0	0.15	108101100.6	5.55375E+14	2.59026E+12	-14025578758	778.252112	332.830677	0.38067	0.353458	-0.965226	0.32026	0.603012	0.180909	5.57966E+14
0.85	0.0075	0.1425	108083556.4	5.5521E+14	2.5912E+12	-14013967215	780.193363	335.21492	0.379559	0.353693	-0.964045	0.320792	0.602114	0.181441	5.57801E+14
0.05	0.665	0.285	109439869.1	5.9671E+14	3.41205E+12	-30201483041	846.75142	355.701449	0.03122	0.186784	-0.462897	0.135957	0.244276	0.074709	6.00122E+14
0.85	0.015	0.135	108083716.9	5.55107E+14	2.59166E+12	-14007864840	782.024917	337.68515	0.378692	0.353837	-0.963067	0.321359	0.601377	0.181939	5.57698E+14
0.85	0.0225	0.1275	108086123.8	5.55025E+14	2.59264E+12	-14002024810	783.988026	340.132204	0.377697	0.353973	-0.961953	0.321912	0.600534	0.18244	5.57618E+14
0.85	0.03	0.12	108093764.6	5.5496E+14	2.59363E+12	-13998355836	785.966509	342.504118	0.376504	0.3542	-0.960594	0.322493	0.599525	0.183015	5.57553E+14
0.85	0.0375	0.1125	108073350.7	5.54739E+14	2.59385E+12	-13989075200	788.033097	345.116788	0.375515	0.354374	-0.959535	0.322949	0.59872	0.183458	5.57333E+14
0.85	0.045	0.105	108113350.2	5.5483E+14	2.59639E+12	-13993903342	790.244644	347.703087	0.374305	0.3545	-0.958229	0.323523	0.597709	0.184027	5.57427E+14
0.85	0.0525	0.0975	108138850.4	5.54914E+14	2.59816E+12	-13997022672	792.042005	349.639528	0.373321	0.354574	-0.957123	0.323984	0.596874	0.184427	5.57512E+14
0.85	0.06	0.09	108181900.4	5.55108E+14	2.60092E+12	-14004585958	794.148737	352.089811	0.372314	0.354697	-0.955903	0.324485	0.595976	0.184907	5.57709E+14
0.85	0.0675	0.0825	108195844.5	5.55064E+14	2.6024E+12	-14006247157	796.814403	355.01505	0.37106	0.354764	-0.954568	0.324997	0.594909	0.185457	5.57667E+14
0.85	0.075	0.075	108225437.8	5.55171E+14	2.60486E+12	-14012840013	799.342937	357.916491	0.369764	0.354924	-0.952981	0.325628	0.593763	0.18602	5.57775E+14
0.85	0.0825	0.0675	108278641.2	5.55406E+14	2.60765E+12	-14025462628	802.237071	361.268589	0.368411	0.355085	-0.951339	0.326197	0.592571	0.186557	5.58014E+14
0.05	0.7125	0.2375	110107819.9	6.0129E+14	3.46318E+12	-30360782233	901.599518	428.927504	0.032028	0.171644	-0.454542	0.13334	0.236301	0.069929	6.04753E+14
0.85	0.09	0.06	108336894.5	5.55678E+14	2.61098E+12	-14040599152	804.712381	363.945614	0.367204	0.355184	-0.949813	0.326677	0.591466	0.187038	5.58289E+14
0.85	0.0975	0.0525	108398944.1	5.5595E+14	2.61462E+12	-14057921917	807.326361	367.077867	0.365969	0.35519	-0.948269	0.32722	0.590309	0.187587	5.58565E+14
0.85	0.105	0.045	108459945.8	5.56237E+14	2.61849E+12	-14076622046	810.474267	370.612814	0.364487	0.355336	-0.946472	0.327853	0.588993	0.188207	5.58855E+14
0.85	0.1125	0.0375	108506355.5	5.56432E+14	2.62144E+12	-14092419962	813.281235	373.802688	0.363156	0.355477	-0.944999	0.328338	0.587886	0.188685	5.59054E+14
0.85	0.12	0.03	108607446.1	5.56906E+14	2.62594E+12	-14121983027	816.074783	376.688622	0.361779	0.355477	-0.943277	0.328784	0.586621	0.189136	5.59532E+14
